MAL-00001 | Fullmetal Alchemist: Brotherhood | Type: Movie | Score: 5.01 | Genre: Comedy
MAL-01526 | Ping Pong the Animation Alternative World | Type: Movie | Score: 6.76 | Genre: Romance
MAL-01527 | Odd Taxi Alternative World | Type: OVA | Score: 6.77 | Genre: Suspense
MAL-01528 | Cyberpunk: Edgerunners Alternative World | Type: ONA | Score: 6.78 | Genre: Adventure
MAL-01529 | Devilman Crybaby Alternative World | Type: Special | Score: 6.79 | Genre: Sports
MAL-01530 | Parasyte -the maxim- Alternative World | Type: TV | Score: 6.8 | Genre: Action
MAL-01531 | Inuyashiki Alternative World | Type: Movie | Score: 6.81 | Genre: Comedy
MAL-01532 | Elfen Lied Alternative World | Type: OVA | Score: 6.82 | Genre: Drama
MAL-01533 | Deadman Wonderland Alternative World | Type: ONA | Score: 6.83 | Genre: Fantasy
MAL-01534 | Mirai Nikki Alternative World | Type: Special | Score: 6.84 | Genre: Sci-Fi
MAL-01535 | Another Alternative World | Type: TV | Score: 6.85 | Genre: Slice of Life
MAL-01536 | Shiki Alternative World | Type: Movie | Score: 6.86 | Genre: Romance
MAL-01537 | Higurashi: When They Cry Alternative World | Type: OVA | Score: 6.87 | Genre: Suspense
MAL-01538 | Summer Time Rendering Alternative World | Type: ONA | Score: 6.88 | Genre: Adventure
MAL-01539 | Ergo Proxy Alternative World | Type: Special | Score: 6.89 | Genre: Sports
MAL-01540 | Texhnolyze Alternative World | Type: TV | Score: 6.9 | Genre: Action
MAL-01541 | Serial Experiments Lain Alternative World | Type: Movie | Score: 6.91 | Genre: Comedy
MAL-01542 | Darker than Black Alternative World | Type: OVA | Score: 6.92 | Genre: Drama
MAL-01543 | Black Lagoon Alternative World | Type: ONA | Score: 6.93 | Genre: Fantasy
MAL-01544 | Jormungand Alternative World | Type: Special | Score: 6.94 | Genre: Sci-Fi
MAL-01545 | Hellsing Ultimate Alternative World | Type: TV | Score: 6.95 | Genre: Slice of Life
MAL-01546 | Drifters Alternative World | Type: Movie | Score: 6.96 | Genre: Romance
MAL-01547 | Dororo Alternative World | Type: OVA | Score: 6.97 | Genre: Suspense
MAL-01548 | Samurai Champloo Alternative World | Type: ONA | Score: 6.98 | Genre: Adventure
MAL-01549 | Rurouni Kenshin Alternative World | Type: Special | Score: 6.99 | Genre: Sports
MAL-01550 | Gintama' Alternative World | Type: TV | Score: 7.0 | Genre: Action
MAL-01551 | Gintama° Alternative World | Type: Movie | Score: 7.01 | Genre: Comedy
MAL-01552 | Gintama: Enchousen Alternative World | Type: OVA | Score: 7.02 | Genre: Drama
MAL-01553 | Gintama: The Final Alternative World | Type: ONA | Score: 7.03 | Genre: Fantasy
MAL-01554 | Bleach Alternative World | Type: Special | Score: 7.04 | Genre: Sci-Fi
MAL-01555 | Katekyo Hitman Reborn! Alternative World | Type: TV | Score: 7.05 | Genre: Slice of Life
MAL-01556 | D.Gray-man Hallow Alternative World | Type: Movie | Score: 7.06 | Genre: Romance
MAL-01557 | Beelzebub Alternative World | Type: OVA | Score: 7.07 | Genre: Suspense
MAL-01558 | Gourmet Girl Graffiti Alternative World | Type: ONA | Score: 7.08 | Genre: Adventure
MAL-01559 | Food Wars! Shokugeki no Soma Alternative World | Type: Special | Score: 7.09 | Genre: Sports
MAL-01560 | Yakitate!! Japan Alternative World | Type: TV | Score: 7.1 | Genre: Action
MAL-01561 | Toriko Alternative World | Type: Movie | Score: 7.11 | Genre: Comedy
MAL-01562 | Golden Kamuy Alternative World | Type: OVA | Score: 7.12 | Genre: Drama
MAL-01563 | Vinland Saga Season 2 Alternative World | Type: ONA | Score: 7.13 | Genre: Fantasy
MAL-01564 | Kingdom Alternative World | Type: Special | Score: 7.14 | Genre: Sci-Fi
MAL-01565 | The Kings Avatar Alternative World | Type: TV | Score: 7.15 | Genre: Slice of Life
MAL-01566 | Soul Land Alternative World | Type: Movie | Score: 7.16 | Genre: Romance
MAL-01567 | Battle Through the Heavens Alternative World | Type: OVA | Score: 7.17 | Genre: Suspense
MAL-01568 | A Will Eternal Alternative World | Type: ONA | Score: 7.18 | Genre: Adventure
MAL-01569 | Perfect World Alternative World | Type: Special | Score: 7.19 | Genre: Sports
MAL-01570 | Stellar Transformations Alternative World | Type: TV | Score: 7.2 | Genre: Action
MAL-01571 | Martial Universe Alternative World | Type: Movie | Score: 7.21 | Genre: Comedy
MAL-01572 | Spare Me, Great Lord! Alternative World | Type: OVA | Score: 7.22 | Genre: Drama
MAL-01573 | Versatile Mage Alternative World | Type: ONA | Score: 7.23 | Genre: Fantasy
MAL-01574 | Fullmetal Alchemist: Brotherhood Final Season | Type: Special | Score: 7.24 | Genre: Sci-Fi
MAL-01575 | Frieren: Beyond Journey's End Final Season | Type: TV | Score: 7.25 | Genre: Slice of Life
MAL-01576 | Steins;Gate Final Season | Type: Movie | Score: 7.26 | Genre: Romance
MAL-01577 | Attack on Titan Final Season | Type: OVA | Score: 7.27 | Genre: Suspense
MAL-01578 | Hunter x Hunter Final Season | Type: ONA | Score: 7.28 | Genre: Adventure
MAL-01579 | Bleach: Thousand-Year Blood War Final Season | Type: Special | Score: 7.29 | Genre: Sports
MAL-01580 | Gintama Final Season | Type: TV | Score: 7.3 | Genre: Action
MAL-01581 | One Piece Final Season | Type: Movie | Score: 7.31 | Genre: Comedy
MAL-01582 | Naruto: Shippuden Final Season | Type: OVA | Score: 7.32 | Genre: Drama
MAL-01583 | Re:Zero - Starting Life in Another World Final Season | Type: ONA | Score: 7.33 | Genre: Fantasy
MAL-01584 | Jujutsu Kaisen Final Season | Type: Special | Score: 7.34 | Genre: Sci-Fi
MAL-01585 | Demon Slayer: Kimetsu no Yaiba Final Season | Type: TV | Score: 7.35 | Genre: Slice of Life
MAL-01586 | Chainsaw Man Final Season | Type: Movie | Score: 7.36 | Genre: Romance
MAL-01587 | Cowboy Bebop Final Season | Type: OVA | Score: 7.37 | Genre: Suspense
MAL-01588 | Neon Genesis Evangelion Final Season | Type: ONA | Score: 7.38 | Genre: Adventure
MAL-01589 | Code Geass: Lelouch of the Rebellion Final Season | Type: Special | Score: 7.39 | Genre: Sports
MAL-01590 | Death Note Final Season | Type: TV | Score: 7.4 | Genre: Action
MAL-01591 | Monster Final Season | Type: Movie | Score: 7.41 | Genre: Comedy
MAL-01592 | Hajime no Ippo Final Season | Type: OVA | Score: 7.42 | Genre: Drama
MAL-01593 | Vinland Saga Final Season | Type: ONA | Score: 7.43 | Genre: Fantasy
MAL-01594 | Mob Psycho 100 Final Season | Type: Special | Score: 7.44 | Genre: Sci-Fi
MAL-01595 | One Punch Man Final Season | Type: TV | Score: 7.45 | Genre: Slice of Life
MAL-01596 | My Hero Academia Final Season | Type: Movie | Score: 7.46 | Genre: Romance
MAL-01597 | Black Clover Final Season | Type: OVA | Score: 7.47 | Genre: Suspense
MAL-01598 | Sword Art Online Final Season | Type: ONA | Score: 7.48 | Genre: Adventure
MAL-01599 | Tokyo Ghoul Final Season | Type: Special | Score: 7.49 | Genre: Sports
MAL-01600 | Your Name. Final Season | Type: TV | Score: 7.5 | Genre: Action
MAL-01601 | Spirited Away Final Season | Type: Movie | Score: 7.51 | Genre: Comedy
MAL-01602 | A Silent Voice Final Season | Type: OVA | Score: 7.52 | Genre: Drama
MAL-01603 | Princess Mononoke Final Season | Type: ONA | Score: 7.53 | Genre: Fantasy
MAL-01604 | Howl's Moving Castle Final Season | Type: Special | Score: 7.54 | Genre: Sci-Fi
MAL-01605 | Violet Evergarden Final Season | Type: TV | Score: 7.55 | Genre: Slice of Life
MAL-01606 | Kaguya-sama: Love is War Final Season | Type: Movie | Score: 7.56 | Genre: Romance
MAL-01607 | Clannad: After Story Final Season | Type: OVA | Score: 7.57 | Genre: Suspense
MAL-01608 | Toradora! Final Season | Type: ONA | Score: 7.58 | Genre: Adventure
MAL-01609 | Anohana: The Flower We Saw That Day Final Season | Type: Special | Score: 7.59 | Genre: Sports
MAL-01610 | Your Lie in April Final Season | Type: TV | Score: 7.6 | Genre: Action
MAL-01611 | Haikyu!! Final Season | Type: Movie | Score: 7.61 | Genre: Comedy
MAL-01612 | Kuroko's Basketball Final Season | Type: OVA | Score: 7.62 | Genre: Drama
MAL-01613 | Slam Dunk Final Season | Type: ONA | Score: 7.63 | Genre: Fantasy
MAL-01614 | Blue Lock Final Season | Type: Special | Score: 7.64 | Genre: Sci-Fi
MAL-01615 | Ao Ashi Final Season | Type: TV | Score: 7.65 | Genre: Slice of Life
MAL-01616 | Chihayafuru Final Season | Type: Movie | Score: 7.66 | Genre: Romance
MAL-01617 | Legend of the Galactic Heroes Final Season | Type: OVA | Score: 7.67 | Genre: Suspense
MAL-01618 | Pluto Final Season | Type: ONA | Score: 7.68 | Genre: Adventure
MAL-01619 | Monster Final Season | Type: Special | Score: 7.69 | Genre: Sports
MAL-01620 | Berserk Final Season | Type: TV | Score: 7.7 | Genre: Action
MAL-01621 | Claymore Final Season | Type: Movie | Score: 7.71 | Genre: Comedy
MAL-01622 | D.Gray-man Final Season | Type: OVA | Score: 7.72 | Genre: Drama
MAL-01623 | Soul Eater Final Season | Type: ONA | Score: 7.73 | Genre: Fantasy
MAL-01624 | Fairy Tail Final Season | Type: Special | Score: 7.74 | Genre: Sci-Fi
MAL-01625 | The Seven Deadly Sins Final Season | Type: TV | Score: 7.75 | Genre: Slice of Life
MAL-01626 | Overlord Final Season | Type: Movie | Score: 7.76 | Genre: Romance
MAL-01627 | That Time I Got Reincarnated as a Slime Final Season | Type: OVA | Score: 7.77 | Genre: Suspense
MAL-01628 | Mushoku Tensei: Jobless Reincarnation Final Season | Type: ONA | Score: 7.78 | Genre: Adventure
MAL-01629 | Reincarnated as a Sword Final Season | Type: Special | Score: 7.79 | Genre: Sports
MAL-01630 | The Eminence in Shadow Final Season | Type: TV | Score: 7.8 | Genre: Action
MAL-01631 | Log Horizon Final Season | Type: Movie | Score: 7.81 | Genre: Comedy
MAL-01632 | No Game No Life Final Season | Type: OVA | Score: 7.82 | Genre: Drama
MAL-01633 | Konosuba: God's Blessing on this Wonderful World! Final Season | Type: ONA | Score: 7.83 | Genre: Fantasy
MAL-01634 | Re:CREATORS Final Season | Type: Special | Score: 7.84 | Genre: Sci-Fi
MAL-01635 | Fate/Zero Final Season | Type: TV | Score: 7.85 | Genre: Slice of Life
MAL-01636 | Fate/stay night: Unlimited Blade Works Final Season | Type: Movie | Score: 7.86 | Genre: Romance
MAL-01637 | Heaven's Feel Final Season | Type: OVA | Score: 7.87 | Genre: Suspense
MAL-01638 | Kara no Kyoukai Final Season | Type: ONA | Score: 7.88 | Genre: Adventure
MAL-01639 | Psycho-Pass Final Season | Type: Special | Score: 7.89 | Genre: Sports
MAL-01640 | Ghost in the Shell: Stand Alone Complex Final Season | Type: TV | Score: 7.9 | Genre: Action
MAL-01641 | Akira Final Season | Type: Movie | Score: 7.91 | Genre: Comedy
MAL-01642 | Steins;Gate 0 Final Season | Type: OVA | Score: 7.92 | Genre: Drama
MAL-01643 | Erased Final Season | Type: ONA | Score: 7.93 | Genre: Fantasy
MAL-01644 | The Promised Neverland Final Season | Type: Special | Score: 7.94 | Genre: Sci-Fi
MAL-01645 | Made in Abyss Final Season | Type: TV | Score: 7.95 | Genre: Slice of Life
MAL-01646 | Land of the Lustrous Final Season | Type: Movie | Score: 7.96 | Genre: Romance
MAL-01647 | Girls' Last Tour Final Season | Type: OVA | Score: 7.97 | Genre: Suspense
MAL-01648 | Nichijou - My Ordinary Life Final Season | Type: ONA | Score: 7.98 | Genre: Adventure
MAL-01649 | Daily Lives of High School Boys Final Season | Type: Special | Score: 7.99 | Genre: Sports
MAL-01650 | Grand Blue Dreaming Final Season | Type: TV | Score: 8.0 | Genre: Action
MAL-01651 | Gekkan Shoujo Nozaki-kun Final Season | Type: Movie | Score: 8.01 | Genre: Comedy
MAL-01652 | K-On! Final Season | Type: OVA | Score: 8.02 | Genre: Drama
MAL-01653 | Bocchi the Rock! Final Season | Type: ONA | Score: 8.03 | Genre: Fantasy
MAL-01654 | Love Live! School Idol Project Final Season | Type: Special | Score: 8.04 | Genre: Sci-Fi
MAL-01655 | The Melancholy of Haruhi Suzumiya Final Season | Type: TV | Score: 8.05 | Genre: Slice of Life
MAL-01656 | Lucky Star Final Season | Type: Movie | Score: 8.06 | Genre: Romance
MAL-01657 | Azumanga Daioh Final Season | Type: OVA | Score: 8.07 | Genre: Suspense
MAL-01658 | Tanaka-kun is Always Listless Final Season | Type: ONA | Score: 8.08 | Genre: Adventure
MAL-01659 | School Babysitters Final Season | Type: Special | Score: 8.09 | Genre: Sports
MAL-01660 | Barakamon Final Season | Type: TV | Score: 8.1 | Genre: Action
MAL-01661 | Silver Spoon Final Season | Type: Movie | Score: 8.11 | Genre: Comedy
MAL-01662 | March Comes in Like a Lion Final Season | Type: OVA | Score: 8.12 | Genre: Drama
MAL-01663 | Honey and Clover Final Season | Type: ONA | Score: 8.13 | Genre: Fantasy
MAL-01664 | Natsume's Book of Friends Final Season | Type: Special | Score: 8.14 | Genre: Sci-Fi
MAL-01665 | Mushishi Final Season | Type: TV | Score: 8.15 | Genre: Slice of Life
MAL-01666 | Kino's Journey Final Season | Type: Movie | Score: 8.16 | Genre: Romance
MAL-01667 | Spice and Wolf Final Season | Type: OVA | Score: 8.17 | Genre: Suspense
MAL-01668 | The Tatami Galaxy Final Season | Type: ONA | Score: 8.18 | Genre: Adventure
MAL-01669 | Ping Pong the Animation Final Season | Type: Special | Score: 8.19 | Genre: Sports
MAL-01670 | Odd Taxi Final Season | Type: TV | Score: 8.2 | Genre: Action
MAL-01671 | Cyberpunk: Edgerunners Final Season | Type: Movie | Score: 8.21 | Genre: Comedy
MAL-01672 | Devilman Crybaby Final Season | Type: OVA | Score: 8.22 | Genre: Drama
MAL-01673 | Parasyte -the maxim- Final Season | Type: ONA | Score: 8.23 | Genre: Fantasy
MAL-01674 | Inuyashiki Final Season | Type: Special | Score: 8.24 | Genre: Sci-Fi
MAL-01675 | Elfen Lied Final Season | Type: TV | Score: 8.25 | Genre: Slice of Life
MAL-01676 | Deadman Wonderland Final Season | Type: Movie | Score: 8.26 | Genre: Romance
MAL-01677 | Mirai Nikki Final Season | Type: OVA | Score: 8.27 | Genre: Suspense
MAL-01678 | Another Final Season | Type: ONA | Score: 8.28 | Genre: Adventure
MAL-01679 | Shiki Final Season | Type: Special | Score: 8.29 | Genre: Sports
MAL-01680 | Higurashi: When They Cry Final Season | Type: TV | Score: 8.3 | Genre: Action
MAL-01681 | Summer Time Rendering Final Season | Type: Movie | Score: 8.31 | Genre: Comedy
MAL-01682 | Ergo Proxy Final Season | Type: OVA | Score: 8.32 | Genre: Drama
MAL-01683 | Texhnolyze Final Season | Type: ONA | Score: 8.33 | Genre: Fantasy
MAL-01684 | Serial Experiments Lain Final Season | Type: Special | Score: 8.34 | Genre: Sci-Fi
MAL-01685 | Darker than Black Final Season | Type: TV | Score: 8.35 | Genre: Slice of Life
MAL-01686 | Black Lagoon Final Season | Type: Movie | Score: 8.36 | Genre: Romance
MAL-01687 | Jormungand Final Season | Type: OVA | Score: 8.37 | Genre: Suspense
MAL-01688 | Hellsing Ultimate Final Season | Type: ONA | Score: 8.38 | Genre: Adventure
MAL-01689 | Drifters Final Season | Type: Special | Score: 8.39 | Genre: Sports
MAL-01690 | Dororo Final Season | Type: TV | Score: 8.4 | Genre: Action
MAL-01691 | Samurai Champloo Final Season | Type: Movie | Score: 8.41 | Genre: Comedy
MAL-01692 | Rurouni Kenshin Final Season | Type: OVA | Score: 8.42 | Genre: Drama
MAL-01693 | Gintama' Final Season | Type: ONA | Score: 8.43 | Genre: Fantasy
MAL-01694 | Gintama° Final Season | Type: Special | Score: 8.44 | Genre: Sci-Fi
MAL-01695 | Gintama: Enchousen Final Season | Type: TV | Score: 8.45 | Genre: Slice of Life
MAL-01696 | Gintama: The Final Final Season | Type: Movie | Score: 8.46 | Genre: Romance
MAL-01697 | Bleach Final Season | Type: OVA | Score: 8.47 | Genre: Suspense
MAL-01698 | Katekyo Hitman Reborn! Final Season | Type: ONA | Score: 8.48 | Genre: Adventure
MAL-01699 | D.Gray-man Hallow Final Season | Type: Special | Score: 8.49 | Genre: Sports
MAL-01700 | Beelzebub Final Season | Type: TV | Score: 8.5 | Genre: Action
MAL-01701 | Gourmet Girl Graffiti Final Season | Type: Movie | Score: 8.51 | Genre: Comedy
MAL-01702 | Food Wars! Shokugeki no Soma Final Season | Type: OVA | Score: 8.52 | Genre: Drama
MAL-01703 | Yakitate!! Japan Final Season | Type: ONA | Score: 8.53 | Genre: Fantasy
MAL-01704 | Toriko Final Season | Type: Special | Score: 8.54 | Genre: Sci-Fi
MAL-01705 | Golden Kamuy Final Season | Type: TV | Score: 8.55 | Genre: Slice of Life
MAL-01706 | Vinland Saga Season 2 Final Season | Type: Movie | Score: 8.56 | Genre: Romance
MAL-01707 | Kingdom Final Season | Type: OVA | Score: 8.57 | Genre: Suspense
MAL-01708 | The Kings Avatar Final Season | Type: ONA | Score: 8.58 | Genre: Adventure
MAL-01709 | Soul Land Final Season | Type: Special | Score: 8.59 | Genre: Sports
MAL-01710 | Battle Through the Heavens Final Season | Type: TV | Score: 8.6 | Genre: Action
MAL-01711 | A Will Eternal Final Season | Type: Movie | Score: 8.61 | Genre: Comedy
MAL-01712 | Perfect World Final Season | Type: OVA | Score: 8.62 | Genre: Drama
MAL-01713 | Stellar Transformations Final Season | Type: ONA | Score: 8.63 | Genre: Fantasy
MAL-01714 | Martial Universe Final Season | Type: Special | Score: 8.64 | Genre: Sci-Fi
MAL-01715 | Spare Me, Great Lord! Final Season | Type: TV | Score: 8.65 | Genre: Slice of Life
MAL-01716 | Versatile Mage Final Season | Type: Movie | Score: 8.66 | Genre: Romance
MAL-01717 | Fullmetal Alchemist: Brotherhood (2026 Remake) | Type: OVA | Score: 8.67 | Genre: Suspense
MAL-01718 | Frieren: Beyond Journey's End (2026 Remake) | Type: ONA | Score: 8.68 | Genre: Adventure
MAL-01719 | Steins;Gate (2026 Remake) | Type: Special | Score: 8.69 | Genre: Sports
MAL-01720 | Attack on Titan (2026 Remake) | Type: TV | Score: 8.7 | Genre: Action
MAL-01721 | Hunter x Hunter (2026 Remake) | Type: Movie | Score: 8.71 | Genre: Comedy
MAL-01722 | Bleach: Thousand-Year Blood War (2026 Remake) | Type: OVA | Score: 8.72 | Genre: Drama
MAL-01723 | Gintama (2026 Remake) | Type: ONA | Score: 8.73 | Genre: Fantasy
MAL-01724 | One Piece (2026 Remake) | Type: Special | Score: 8.74 | Genre: Sci-Fi
MAL-01725 | Naruto: Shippuden (2026 Remake) | Type: TV | Score: 8.75 | Genre: Slice of Life
MAL-01726 | Re:Zero - Starting Life in Another World (2026 Remake) | Type: Movie | Score: 8.76 | Genre: Romance
MAL-01727 | Jujutsu Kaisen (2026 Remake) | Type: OVA | Score: 8.77 | Genre: Suspense
MAL-01728 | Demon Slayer: Kimetsu no Yaiba (2026 Remake) | Type: ONA | Score: 8.78 | Genre: Adventure
MAL-01729 | Chainsaw Man (2026 Remake) | Type: Special | Score: 8.79 | Genre: Sports
MAL-01730 | Cowboy Bebop (2026 Remake) | Type: TV | Score: 8.8 | Genre: Action
MAL-01731 | Neon Genesis Evangelion (2026 Remake) | Type: Movie | Score: 8.81 | Genre: Comedy
MAL-01732 | Code Geass: Lelouch of the Rebellion (2026 Remake) | Type: OVA | Score: 8.82 | Genre: Drama
MAL-01733 | Death Note (2026 Remake) | Type: ONA | Score: 8.83 | Genre: Fantasy
MAL-01734 | Monster (2026 Remake) | Type: Special | Score: 8.84 | Genre: Sci-Fi
MAL-01735 | Hajime no Ippo (2026 Remake) | Type: TV | Score: 8.85 | Genre: Slice of Life
MAL-01736 | Vinland Saga (2026 Remake) | Type: Movie | Score: 8.86 | Genre: Romance
MAL-01737 | Mob Psycho 100 (2026 Remake) | Type: OVA | Score: 8.87 | Genre: Suspense
MAL-01738 | One Punch Man (2026 Remake) | Type: ONA | Score: 8.88 | Genre: Adventure
MAL-01739 | My Hero Academia (2026 Remake) | Type: Special | Score: 8.89 | Genre: Sports
MAL-01740 | Black Clover (2026 Remake) | Type: TV | Score: 8.9 | Genre: Action
MAL-01741 | Sword Art Online (2026 Remake) | Type: Movie | Score: 8.91 | Genre: Comedy
MAL-01742 | Tokyo Ghoul (2026 Remake) | Type: OVA | Score: 8.92 | Genre: Drama
MAL-01743 | Your Name. (2026 Remake) | Type: ONA | Score: 8.93 | Genre: Fantasy
MAL-01744 | Spirited Away (2026 Remake) | Type: Special | Score: 8.94 | Genre: Sci-Fi
MAL-01745 | A Silent Voice (2026 Remake) | Type: TV | Score: 8.95 | Genre: Slice of Life
MAL-01746 | Princess Mononoke (2026 Remake) | Type: Movie | Score: 8.96 | Genre: Romance
MAL-01747 | Howl's Moving Castle (2026 Remake) | Type: OVA | Score: 8.97 | Genre: Suspense
MAL-01748 | Violet Evergarden (2026 Remake) | Type: ONA | Score: 8.98 | Genre: Adventure
MAL-01749 | Kaguya-sama: Love is War (2026 Remake) | Type: Special | Score: 8.99 | Genre: Sports
MAL-01750 | Clannad: After Story (2026 Remake) | Type: TV | Score: 9.0 | Genre: Action
MAL-01751 | Toradora! (2026 Remake) | Type: Movie | Score: 9.01 | Genre: Comedy
MAL-01752 | Anohana: The Flower We Saw That Day (2026 Remake) | Type: OVA | Score: 9.02 | Genre: Drama
